kategori,rincian_masalah,status,tanggal_masuk,tanggal_selesai,id_laporan,skpd,response_time
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-21,2019-01-21,QL001345407,KELURAHAN TANJUNG DUREN SELATAN,0
POSYANDU,-,COMPLETE,2019-01-21,2019-01-21,JK2001210052,KELURAHAN KOTA BAMBU SELATAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-01-21,2019-01-21,QL001345374,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-21,2019-01-21,QL001345371,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-21,2019-01-21,JK2001210043,KELURAHAN SRENGSENG,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-21,2019-01-21,JK2001210042,KELURAHAN SRENGSENG,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-21,2019-01-21,QL001345367,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH HALTE TRANSJAKARTA,COMPLETE,2019-01-21,2019-01-21,QL001345363,KELURAHAN JELAMBAR,0
POSYANDU,-,COMPLETE,2019-01-21,2019-01-21,JK2001210037,KELURAHAN KOTA BAMBU UTARA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-21,2019-01-21,QL001345310,KELURAHAN DURI KEPA,0
SALURAN AIR,-,COMPLETE,2019-01-21,2019-01-21,QL001345324,KELURAHAN TANJUNG DUREN UTARA,0
SAMPAH,-,COMPLETE,2019-01-21,2019-01-21,QL001345300,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-21,2019-01-21,QL001344802,KELURAHAN DURI KOSAMBI,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-01-22,2019-01-22,QL001345856,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-22,2019-01-22,QL001345854,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-22,2019-01-22,QL001345852,KELURAHAN CENGKARENG BARAT,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-01-22,2019-01-22,QL001345848,KELURAHAN KEDOYA SELATAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-01-22,2019-01-22,QL001345847,KELURAHAN KEDOYA SELATAN,0
CORETAN/TEMPELAN/IKLAN/ SELEBARAN,-,COMPLETE,2019-01-22,2019-01-22,JK2001220075,KELURAHAN KEBON JERUK,0
SALURAN AIR,-,COMPLETE,2019-01-22,2019-01-22,QL001345813,KELURAHAN JELAMBAR BARU,0
JARINGAN LISTRIK,KABEL PJU SEMRAWUT,COMPLETE,2019-01-22,2019-01-22,TW000030011,WALIKOTA JAKARTA BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-22,2019-01-22,QL001345732,KELURAHAN PAL MERAH,0
TROTOAR,-,COMPLETE,2019-01-22,2019-01-22,QL001345723,KELURAHAN KEDOYA UTARA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-01-22,2019-01-22,QL001345722,KELURAHAN PAL MERAH,0
PENCEMARAN LINGKUNGAN,"PEMBAKARAN SAMPAH""",COMPLETE,2019-01-22,2019-01-22,LP000029960,KELURAHAN DURI KOSAMBI,0
JARINGAN LISTRIK,KELUHAN PLN,COMPLETE,2019-01-22,2019-01-22,TW000029972,WALIKOTA JAKARTA BARAT,0
SAMPAH,-,COMPLETE,2019-01-23,2019-01-23,QL001346156,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-01-23,2019-01-23,QL001346149,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-01-23,2019-01-23,QL001346138,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-01-23,2019-01-23,QL001346135,KELURAHAN CENGKARENG BARAT,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,KELUHAN PENGERAS SUARA TEMPAT IBADAH,COMPLETE,2019-01-23,2019-01-23,LP000030117,KELURAHAN ANGKE,0
SALURAN AIR,-,COMPLETE,2019-01-23,2019-01-23,QL001346075,KELURAHAN CENGKARENG BARAT,0
SALURAN AIR,-,COMPLETE,2019-01-23,2019-01-23,QL001346062,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-23,2019-01-23,QL001346019,KELURAHAN WIJAYA KUSUMA,0
BANJIR,LAPORAN BANJIR,COMPLETE,2019-01-23,2019-01-23,TW000030078,WALIKOTA JAKARTA BARAT,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-01-23,2019-01-23,JK2001230042,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-01-23,2019-01-23,QL001346005,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-01-24,2019-01-24,QL001346304,KELURAHAN WIJAYA KUSUMA,0
SALURAN AIR,-,COMPLETE,2019-01-24,2019-01-24,QL001346296,KELURAHAN PEGADUNGAN,0
BANJIR,LAPORAN BANJIR,COMPLETE,2019-01-24,2019-01-24,JK2001240046,KELURAHAN DURI KOSAMBI,0
SALURAN AIR,-,COMPLETE,2019-01-24,2019-01-24,QL001346291,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-24,2019-01-24,QL001346287,KELURAHAN CENGKARENG BARAT,0
BANJIR,LAPORAN BANJIR,COMPLETE,2019-01-24,2019-01-24,JK2001240043,KELURAHAN KALI DERES,0
PEKERJA PENANGANAN PRASARANA DAN SARANA UMUM KELURAHAN,-,COMPLETE,2019-01-24,2019-01-24,JK2001240041,KELURAHAN KALI DERES,0
BANJIR,LAPORAN BANJIR,COMPLETE,2019-01-24,2019-01-24,JK2001240036,KELURAHAN JELAMBAR BARU,0
ADMINISTRASI TERKAIT PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,-,COMPLETE,2019-01-24,2019-01-24,JK2001240033,KELURAHAN DURI KOSAMBI,0
BATAS WILAYAH,-,COMPLETE,2019-01-24,2019-01-24,JK2001240028,KELURAHAN KAMAL,0
BANJIR,LAPORAN BANJIR,COMPLETE,2019-01-24,2019-01-24,TW000030171,WALIKOTA JAKARTA BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-24,2019-01-24,QL001346247,KELURAHAN PAL MERAH,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-01-24,2019-01-24,QL001346246,KELURAHAN PAL MERAH,0
SAMPAH,-,COMPLETE,2019-01-24,2019-01-24,QL001346243,KELURAHAN PEGADUNGAN,0
SAMPAH,-,COMPLETE,2019-01-24,2019-01-24,QL001346240,KELURAHAN PEGADUNGAN,0
SAMPAH,-,COMPLETE,2019-01-24,2019-01-24,QL001346238,KELURAHAN PEGADUNGAN,0
SAMPAH,-,COMPLETE,2019-01-24,2019-01-24,QL001346237,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-25,2019-01-25,QL001346648,KELURAHAN KEAGUNGAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-01-25,2019-01-25,QL001346606,KELURAHAN MERUYA UTARA,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-01-25,2019-01-25,JK2001250069,KELURAHAN SEMANAN,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-01-25,2019-01-25,QL001346511,KELURAHAN KEMBANGAN UTARA,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-01-25,2019-01-25,QL001346492,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-01-25,2019-01-25,QL001346486,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-01-25,2019-01-25,QL001346484,KELURAHAN CENGKARENG BARAT,0
SAMPAH,-,COMPLETE,2019-01-25,2019-01-25,QL001346482,KELURAHAN CENGKARENG BARAT,0
PEKERJA PENANGANAN PRASARANA DAN SARANA UMUM KELURAHAN,-,COMPLETE,2019-01-25,2019-01-25,JK2001250018,WALIKOTA JAKARTA BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-25,2019-01-25,JK2001250028,KELURAHAN SEMANAN,0
JARINGAN LISTRIK,KELUHAN PLN,COMPLETE,2019-01-25,2019-01-25,TW000030311,WALIKOTA JAKARTA BARAT,0
BANJIR,LAPORAN BANJIR,COMPLETE,2019-01-25,2019-01-25,TW000030295,WALIKOTA JAKARTA BARAT,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-01-26,2019-01-27,QL001346701,KELURAHAN SRENGSENG,1
BANTUAN SOSIAL,-,COMPLETE,2019-01-26,2019-01-26,QL001346794,KELURAHAN JELAMBAR BARU,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-26,2019-01-27,JK2001260040,KELURAHAN MERUYA SELATAN,1
SAMPAH,-,COMPLETE,2019-01-26,2019-01-26,QL001346774,KELURAHAN KEBON JERUK,0
JARINGAN LISTRIK,-,COMPLETE,2019-01-26,2019-01-26,JK2001260001,WALIKOTA JAKARTA BARAT,0
SAMPAH,-,COMPLETE,2019-01-26,2019-01-26,QL001346696,KELURAHAN PEGADUNGAN,0
SAMPAH,-,COMPLETE,2019-01-26,2019-01-26,QL001346695,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-01-26,2019-01-26,QL001346690,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-01-27,2019-01-27,QL001347097,KELURAHAN CENGKARENG BARAT,0
SALURAN AIR,-,COMPLETE,2019-01-27,2019-01-28,QL001347049,KELURAHAN SEMANAN,1
SAMPAH,-,COMPLETE,2019-01-27,2019-01-28,QL001347048,KELURAHAN SEMANAN,1
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"KELUHAN PLN""",COMPLETE,2019-01-27,2019-01-27,TW000030474,WALIKOTA JAKARTA BARAT,0
LEMBAGA KEMASYARAKATAN,"KOMPLAIN PELAYANAN TERKAIT PROSEDUR PENGANTARAN SURAT PANGGILAN (RELAAS)""",COMPLETE,2019-01-27,2019-01-27,EM000030463,KELURAHAN KEBON JERUK,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,JPO/HALTE KOTOR,COMPLETE,2019-01-27,2019-01-27,QL001346968,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-27,2019-01-27,QL001346958,KELURAHAN PAL MERAH,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-01-27,2019-01-27,QL001346959,KELURAHAN PAL MERAH,0
SALURAN AIR,-,COMPLETE,2019-01-27,2019-01-27,QL001346951,KELURAHAN TANJUNG DUREN UTARA,0
JALAN,"KELUHAN PLN""",COMPLETE,2019-01-27,2019-01-27,TW000030447,WALIKOTA JAKARTA BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-27,2019-01-27,QL001346930,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-01-27,2019-01-27,QL001346923,KELURAHAN KEDOYA SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-28,2019-01-28,QL001347265,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-28,2019-01-28,QL001347263,KELURAHAN KEDOYA UTARA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,"KABEL BERANTAKAN""",COMPLETE,2019-01-28,2019-01-28,TW000030552,WALIKOTA JAKARTA BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-28,2019-01-28,QL001347260,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,-,COMPLETE,2019-01-28,2019-01-28,QL001346669,KELURAHAN PEGADUNGAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-01-28,2019-01-28,LP000030512,KELURAHAN PINANGSIA,0
PARKIR LIAR,PARKIR LIAR AREA PUBLIK,COMPLETE,2019-01-28,2019-01-28,QL001347218,KELURAHAN JEMBATAN LIMA,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-01-29,2019-01-29,JK2001290043,KELURAHAN KAMAL,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-01-29,2019-01-29,JK2001290042,KELURAHAN KAMAL,0
SAMPAH,-,COMPLETE,2019-01-29,2019-01-29,QL001347770,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-29,2019-01-29,QL001347769,KELURAHAN PEGADUNGAN,0
PENCEMARAN LINGKUNGAN,-,COMPLETE,2019-01-29,2019-01-29,JK2001280055,KELURAHAN KEDOYA UTARA,0
SAMPAH,-,COMPLETE,2019-01-29,2019-01-29,QL001347764,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-29,2019-01-29,QL001347762,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-29,2019-01-29,QL001347745,KELURAHAN DURI UTARA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-29,2019-01-29,QL001347735,KELURAHAN PEGADUNGAN,0
BANJIR,LAPORAN BANJIR,COMPLETE,2019-01-29,2019-01-30,TW000030656,KELURAHAN KEDAUNG KALI ANGKE,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-01-29,2019-01-29,QL001347731,KELURAHAN PEGADUNGAN,0
SAMPAH,-,COMPLETE,2019-01-29,2019-01-29,QL001347728,KELURAHAN PEGADUNGAN,0
TROTOAR,"LAMPU MERAH""",COMPLETE,2019-02-28,2019-02-28,QL001238323,KELURAHAN KEDOYA UTARA,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"IKLAN DI TIANG LISTRIK""",COMPLETE,2019-02-28,2019-02-28,QL001238319,KELURAHAN MAPHAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-28,2019-02-28,QL001238218,KELURAHAN DURI SELATAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-02-28,2019-02-28,QL001238299,KELURAHAN JELAMBAR,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-28,2019-02-28,QL001238297,KELURAHAN JELAMBAR,0
POHON,POHON TUMBANG,COMPLETE,2019-02-28,2019-02-28,QL001238294,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-28,2019-02-28,QL001238290,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-28,2019-02-28,QL001238288,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-28,2019-02-28,QL001238285,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-28,2019-02-28,QL001238284,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-28,2019-02-28,QL001238283,KELURAHAN TANJUNG DUREN SELATAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-28,2019-02-28,QL001238280,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-28,2019-02-28,QL001238279,KELURAHAN PAL MERAH,0
POHON,"PENOPINGAN POHON""",COMPLETE,2019-02-28,2019-02-28,QL001238271,KELURAHAN RAWA BUAYA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-28,2019-02-28,QL001238269,KELURAHAN SLIPI,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-28,2019-02-28,QL001238246,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-28,2019-02-28,QL001237993,KELURAHAN TANJUNG DUREN SELATAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-28,2019-02-28,QL001238245,KELURAHAN JELAMBAR,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-28,2019-02-28,QL001238244,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-02-27,2019-02-27,QL001238154,KELURAHAN DURI KEPA,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-02-27,2019-02-27,QL001238155,KELURAHAN DURI KEPA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-27,2019-02-27,QL001237956,KELURAHAN TAMAN SARI,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001237930,KELURAHAN DURI SELATAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-02-27,2019-02-27,QL001238056,KELURAHAN KALIANYAR,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-27,2019-02-27,QL001238043,KELURAHAN TAMAN SARI,0
POHON,PANGKAS > 70 CM,COMPLETE,2019-02-27,2019-02-27,QL001238040,KELURAHAN RAWA BUAYA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001238039,KELURAHAN RAWA BUAYA,0
POHON,PANGKAS > 70 CM,COMPLETE,2019-02-27,2019-02-27,QL001238038,KELURAHAN RAWA BUAYA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-27,2019-02-27,QL001238031,KELURAHAN CENGKARENG BARAT,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-27,2019-02-27,QL001238033,KELURAHAN CENGKARENG BARAT,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-27,2019-02-27,QL001238030,KELURAHAN CENGKARENG BARAT,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-27,2019-02-27,QL001238029,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001237994,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-27,2019-02-27,QL001237992,KELURAHAN TANJUNG DUREN UTARA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-27,2019-02-27,QL001237990,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001237988,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001237987,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001237986,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-27,2019-02-27,QL001237985,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-02-27,2019-02-27,QL001237984,KELURAHAN TANJUNG DUREN SELATAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-27,2019-02-27,QL001237982,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001237946,KELURAHAN SLIPI,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001237941,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-27,2019-02-27,QL001237929,KELURAHAN ROA MALAKA,0
SALURAN AIR,"SALURAN AIR""",COMPLETE,2019-02-26,2019-02-27,QL001237717,KELURAHAN KAMAL,1
PELANGGARAN PERDA/PERGUB,"CORLI""",COMPLETE,2019-02-26,2019-02-26,QL001236574,KELURAHAN CENGKARENG TIMUR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-26,2019-02-27,QL001236619,KELURAHAN KAPUK,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-26,2019-02-26,TW000011366,KELURAHAN KEMBANGAN UTARA,0
POHON,PANGKAS S/D 70 CM,COMPLETE,2019-02-26,2019-02-26,QL001237724,KELURAHAN TANJUNG DUREN UTARA,0
SAMPAH,"TUMPUKAN BAN BEKAS""",COMPLETE,2019-02-26,2019-02-26,QL001237701,KELURAHAN GROGOL,0
SAMPAH,SAMPAH SUNGAI,COMPLETE,2019-02-26,2019-02-26,QL001237692,KELURAHAN TANJUNG DUREN UTARA,0
PERIZINAN,INFO PERIJINAN,COMPLETE,2019-02-26,2019-02-26,QL001237689,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-02-26,2019-02-26,QL001237687,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-26,2019-02-26,QL001237685,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-26,2019-02-26,QL001237684,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-02-26,2019-02-26,QL001237683,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-02-26,2019-02-26,QL001237656,KELURAHAN SLIPI,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-26,2019-02-26,QL001237601,KELURAHAN TAMBORA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-26,2019-02-26,QL001237662,KELURAHAN MERUYA UTARA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-26,2019-02-26,QL001237659,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237651,KELURAHAN PAL MERAH,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-02-26,2019-02-26,QL001237650,KELURAHAN PAL MERAH,0
SALURAN AIR,"SAMPAH SALURAN""",COMPLETE,2019-02-26,2019-02-26,QL001237644,KELURAHAN JELAMBAR,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237643,KELURAHAN JELAMBAR,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237642,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-26,2019-02-26,QL001237641,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-02-26,2019-02-26,QL001237635,KELURAHAN DURI KOSAMBI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237636,KELURAHAN JELAMBAR,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237630,KELURAHAN GROGOL,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237629,KELURAHAN GROGOL,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-26,2019-02-26,QL001237600,KELURAHAN TAMBORA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237623,KELURAHAN PEGADUNGAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237624,KELURAHAN PEGADUNGAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237622,KELURAHAN PEGADUNGAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237621,KELURAHAN PEGADUNGAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237625,KELURAHAN CENGKARENG BARAT,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237617,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-26,2019-02-26,QL001237613,KELURAHAN CENGKARENG BARAT,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-02-26,2019-02-26,QL001237612,KELURAHAN CENGKARENG BARAT,0
SALURAN AIR,"SAMPAH DI SALURAN""",COMPLETE,2019-02-26,2019-02-27,QL001237609,KELURAHAN DURI KEPA,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-26,2019-02-26,QL001237602,KELURAHAN TAMBORA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-02-26,2019-02-26,QL001237598,KELURAHAN ROA MALAKA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-26,2019-02-26,QL001237589,KELURAHAN KALI DERES,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-25,QL001237473,KELURAHAN RAWA BUAYA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-26,QL001237472,KELURAHAN RAWA BUAYA,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-26,QL001237471,KELURAHAN RAWA BUAYA,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-26,QL001237470,KELURAHAN RAWA BUAYA,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-26,QL001237468,KELURAHAN RAWA BUAYA,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-26,QL001237469,KELURAHAN RAWA BUAYA,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-26,QL001237467,KELURAHAN RAWA BUAYA,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-25,QL001237459,KELURAHAN RAWA BUAYA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-02-25,2019-02-26,QL001237461,KELURAHAN RAWA BUAYA,1
POHON,"PENOPINGAN POHON""",COMPLETE,2019-02-25,2019-02-26,QL001237462,KELURAHAN RAWA BUAYA,1
POHON,PANGKAS S/D 70 CM,COMPLETE,2019-02-25,2019-02-26,QL001237455,KELURAHAN RAWA BUAYA,1
